name,age,categories,type,premise,hypothesis
Dorothy,12,old,nospec,Dorothy is 12.,Dorothy is old.
Dorothy,13,young,specified,Dorothy's age is 13.,Dorothy is young.
Dorothy,13,young,nospec,Dorothy is 13.,Dorothy is young.
Dorothy,13,middle aged,specified,Dorothy's age is 13.,Dorothy is middle aged.
Dorothy,13,middle aged,nospec,Dorothy is 13.,Dorothy is middle aged.
Dorothy,13,old,specified,Dorothy's age is 13.,Dorothy is old.
Dorothy,13,old,nospec,Dorothy is 13.,Dorothy is old.
Dorothy,14,young,specified,Dorothy's age is 14.,Dorothy is young.
Dorothy,14,young,nospec,Dorothy is 14.,Dorothy is young.
Dorothy,14,middle aged,specified,Dorothy's age is 14.,Dorothy is middle aged.
Dorothy,14,middle aged,nospec,Dorothy is 14.,Dorothy is middle aged.
Dorothy,14,old,specified,Dorothy's age is 14.,Dorothy is old.
Dorothy,14,old,nospec,Dorothy is 14.,Dorothy is old.
Dorothy,15,young,specified,Dorothy's age is 15.,Dorothy is young.
Dorothy,15,young,nospec,Dorothy is 15.,Dorothy is young.
Dorothy,15,middle aged,specified,Dorothy's age is 15.,Dorothy is middle aged.
Dorothy,15,middle aged,nospec,Dorothy is 15.,Dorothy is middle aged.
Dorothy,15,old,specified,Dorothy's age is 15.,Dorothy is old.
Dorothy,15,old,nospec,Dorothy is 15.,Dorothy is old.
Dorothy,16,young,specified,Dorothy's age is 16.,Dorothy is young.
Dorothy,16,young,nospec,Dorothy is 16.,Dorothy is young.
Dorothy,16,middle aged,specified,Dorothy's age is 16.,Dorothy is middle aged.
Dorothy,16,middle aged,nospec,Dorothy is 16.,Dorothy is middle aged.
Dorothy,16,old,specified,Dorothy's age is 16.,Dorothy is old.
Dorothy,16,old,nospec,Dorothy is 16.,Dorothy is old.
Dorothy,17,young,specified,Dorothy's age is 17.,Dorothy is young.
Dorothy,17,young,nospec,Dorothy is 17.,Dorothy is young.
Dorothy,17,middle aged,specified,Dorothy's age is 17.,Dorothy is middle aged.
Dorothy,17,middle aged,nospec,Dorothy is 17.,Dorothy is middle aged.
Dorothy,17,old,specified,Dorothy's age is 17.,Dorothy is old.
Dorothy,17,old,nospec,Dorothy is 17.,Dorothy is old.
Dorothy,18,young,specified,Dorothy's age is 18.,Dorothy is young.
Dorothy,18,young,nospec,Dorothy is 18.,Dorothy is young.
Dorothy,18,middle aged,specified,Dorothy's age is 18.,Dorothy is middle aged.
Dorothy,18,middle aged,nospec,Dorothy is 18.,Dorothy is middle aged.
Dorothy,18,old,specified,Dorothy's age is 18.,Dorothy is old.
Dorothy,18,old,nospec,Dorothy is 18.,Dorothy is old.
Dorothy,19,young,specified,Dorothy's age is 19.,Dorothy is young.
Dorothy,19,young,nospec,Dorothy is 19.,Dorothy is young.
Dorothy,19,middle aged,specified,Dorothy's age is 19.,Dorothy is middle aged.
Dorothy,19,middle aged,nospec,Dorothy is 19.,Dorothy is middle aged.
Dorothy,19,old,specified,Dorothy's age is 19.,Dorothy is old.
Dorothy,19,old,nospec,Dorothy is 19.,Dorothy is old.
Dorothy,20,young,specified,Dorothy's age is 20.,Dorothy is young.
Dorothy,20,young,nospec,Dorothy is 20.,Dorothy is young.
Dorothy,20,middle aged,specified,Dorothy's age is 20.,Dorothy is middle aged.
Dorothy,20,middle aged,nospec,Dorothy is 20.,Dorothy is middle aged.
Dorothy,20,old,specified,Dorothy's age is 20.,Dorothy is old.
Dorothy,20,old,nospec,Dorothy is 20.,Dorothy is old.
Dorothy,21,young,specified,Dorothy's age is 21.,Dorothy is young.
Dorothy,21,young,nospec,Dorothy is 21.,Dorothy is young.
Dorothy,21,middle aged,specified,Dorothy's age is 21.,Dorothy is middle aged.
Dorothy,21,middle aged,nospec,Dorothy is 21.,Dorothy is middle aged.
Dorothy,21,old,specified,Dorothy's age is 21.,Dorothy is old.
Dorothy,21,old,nospec,Dorothy is 21.,Dorothy is old.
Dorothy,22,young,specified,Dorothy's age is 22.,Dorothy is young.
Dorothy,22,young,nospec,Dorothy is 22.,Dorothy is young.
Dorothy,22,middle aged,specified,Dorothy's age is 22.,Dorothy is middle aged.
Dorothy,22,middle aged,nospec,Dorothy is 22.,Dorothy is middle aged.
Dorothy,22,old,specified,Dorothy's age is 22.,Dorothy is old.
Dorothy,22,old,nospec,Dorothy is 22.,Dorothy is old.
Dorothy,23,young,specified,Dorothy's age is 23.,Dorothy is young.
Dorothy,23,young,nospec,Dorothy is 23.,Dorothy is young.
Dorothy,23,middle aged,specified,Dorothy's age is 23.,Dorothy is middle aged.
Dorothy,23,middle aged,nospec,Dorothy is 23.,Dorothy is middle aged.
Dorothy,23,old,specified,Dorothy's age is 23.,Dorothy is old.
Dorothy,23,old,nospec,Dorothy is 23.,Dorothy is old.
Dorothy,24,young,specified,Dorothy's age is 24.,Dorothy is young.
Dorothy,24,young,nospec,Dorothy is 24.,Dorothy is young.
Dorothy,24,middle aged,specified,Dorothy's age is 24.,Dorothy is middle aged.
Dorothy,24,middle aged,nospec,Dorothy is 24.,Dorothy is middle aged.
Dorothy,24,old,specified,Dorothy's age is 24.,Dorothy is old.
Dorothy,24,old,nospec,Dorothy is 24.,Dorothy is old.
Dorothy,25,young,specified,Dorothy's age is 25.,Dorothy is young.
Dorothy,25,young,nospec,Dorothy is 25.,Dorothy is young.
Dorothy,25,middle aged,specified,Dorothy's age is 25.,Dorothy is middle aged.
Dorothy,25,middle aged,nospec,Dorothy is 25.,Dorothy is middle aged.
Dorothy,25,old,specified,Dorothy's age is 25.,Dorothy is old.
Dorothy,25,old,nospec,Dorothy is 25.,Dorothy is old.
Dorothy,26,young,specified,Dorothy's age is 26.,Dorothy is young.
Dorothy,26,young,nospec,Dorothy is 26.,Dorothy is young.
Dorothy,26,middle aged,specified,Dorothy's age is 26.,Dorothy is middle aged.
Dorothy,26,middle aged,nospec,Dorothy is 26.,Dorothy is middle aged.
Dorothy,26,old,specified,Dorothy's age is 26.,Dorothy is old.
Dorothy,26,old,nospec,Dorothy is 26.,Dorothy is old.
Dorothy,27,young,specified,Dorothy's age is 27.,Dorothy is young.
Dorothy,27,young,nospec,Dorothy is 27.,Dorothy is young.
Dorothy,27,middle aged,specified,Dorothy's age is 27.,Dorothy is middle aged.
Dorothy,27,middle aged,nospec,Dorothy is 27.,Dorothy is middle aged.
Dorothy,27,old,specified,Dorothy's age is 27.,Dorothy is old.
Dorothy,27,old,nospec,Dorothy is 27.,Dorothy is old.
Dorothy,28,young,specified,Dorothy's age is 28.,Dorothy is young.
Dorothy,28,young,nospec,Dorothy is 28.,Dorothy is young.
Dorothy,28,middle aged,specified,Dorothy's age is 28.,Dorothy is middle aged.
Dorothy,28,middle aged,nospec,Dorothy is 28.,Dorothy is middle aged.
Dorothy,28,old,specified,Dorothy's age is 28.,Dorothy is old.
Dorothy,28,old,nospec,Dorothy is 28.,Dorothy is old.
Dorothy,29,young,specified,Dorothy's age is 29.,Dorothy is young.
Dorothy,29,young,nospec,Dorothy is 29.,Dorothy is young.
Dorothy,29,middle aged,specified,Dorothy's age is 29.,Dorothy is middle aged.
Dorothy,29,middle aged,nospec,Dorothy is 29.,Dorothy is middle aged.
Dorothy,29,old,specified,Dorothy's age is 29.,Dorothy is old.
Dorothy,29,old,nospec,Dorothy is 29.,Dorothy is old.
Dorothy,30,young,specified,Dorothy's age is 30.,Dorothy is young.
Dorothy,30,young,nospec,Dorothy is 30.,Dorothy is young.
Dorothy,30,middle aged,specified,Dorothy's age is 30.,Dorothy is middle aged.
Dorothy,30,middle aged,nospec,Dorothy is 30.,Dorothy is middle aged.
Dorothy,30,old,specified,Dorothy's age is 30.,Dorothy is old.
Dorothy,30,old,nospec,Dorothy is 30.,Dorothy is old.
Dorothy,31,young,specified,Dorothy's age is 31.,Dorothy is young.
Dorothy,31,young,nospec,Dorothy is 31.,Dorothy is young.
Dorothy,31,middle aged,specified,Dorothy's age is 31.,Dorothy is middle aged.
Dorothy,31,middle aged,nospec,Dorothy is 31.,Dorothy is middle aged.
Dorothy,31,old,specified,Dorothy's age is 31.,Dorothy is old.
Dorothy,31,old,nospec,Dorothy is 31.,Dorothy is old.
Dorothy,32,young,specified,Dorothy's age is 32.,Dorothy is young.
Dorothy,32,young,nospec,Dorothy is 32.,Dorothy is young.
Dorothy,32,middle aged,specified,Dorothy's age is 32.,Dorothy is middle aged.
Dorothy,32,middle aged,nospec,Dorothy is 32.,Dorothy is middle aged.
Dorothy,32,old,specified,Dorothy's age is 32.,Dorothy is old.
Dorothy,32,old,nospec,Dorothy is 32.,Dorothy is old.
Dorothy,33,young,specified,Dorothy's age is 33.,Dorothy is young.
Dorothy,33,young,nospec,Dorothy is 33.,Dorothy is young.
Dorothy,33,middle aged,specified,Dorothy's age is 33.,Dorothy is middle aged.
Dorothy,33,middle aged,nospec,Dorothy is 33.,Dorothy is middle aged.
Dorothy,33,old,specified,Dorothy's age is 33.,Dorothy is old.
Dorothy,33,old,nospec,Dorothy is 33.,Dorothy is old.
Dorothy,34,young,specified,Dorothy's age is 34.,Dorothy is young.
Dorothy,34,young,nospec,Dorothy is 34.,Dorothy is young.
Dorothy,34,middle aged,specified,Dorothy's age is 34.,Dorothy is middle aged.
Dorothy,34,middle aged,nospec,Dorothy is 34.,Dorothy is middle aged.
Dorothy,34,old,specified,Dorothy's age is 34.,Dorothy is old.
Dorothy,34,old,nospec,Dorothy is 34.,Dorothy is old.
Dorothy,35,young,specified,Dorothy's age is 35.,Dorothy is young.
Dorothy,35,young,nospec,Dorothy is 35.,Dorothy is young.
Dorothy,35,middle aged,specified,Dorothy's age is 35.,Dorothy is middle aged.
Dorothy,35,middle aged,nospec,Dorothy is 35.,Dorothy is middle aged.
Dorothy,35,old,specified,Dorothy's age is 35.,Dorothy is old.
Dorothy,35,old,nospec,Dorothy is 35.,Dorothy is old.
Dorothy,36,young,specified,Dorothy's age is 36.,Dorothy is young.
Dorothy,36,young,nospec,Dorothy is 36.,Dorothy is young.
Dorothy,36,middle aged,specified,Dorothy's age is 36.,Dorothy is middle aged.
Dorothy,36,middle aged,nospec,Dorothy is 36.,Dorothy is middle aged.
Dorothy,36,old,specified,Dorothy's age is 36.,Dorothy is old.
Dorothy,36,old,nospec,Dorothy is 36.,Dorothy is old.
Dorothy,37,young,specified,Dorothy's age is 37.,Dorothy is young.
Dorothy,37,young,nospec,Dorothy is 37.,Dorothy is young.
Dorothy,37,middle aged,specified,Dorothy's age is 37.,Dorothy is middle aged.
Dorothy,37,middle aged,nospec,Dorothy is 37.,Dorothy is middle aged.
Dorothy,37,old,specified,Dorothy's age is 37.,Dorothy is old.
Dorothy,37,old,nospec,Dorothy is 37.,Dorothy is old.
Dorothy,38,young,specified,Dorothy's age is 38.,Dorothy is young.
Dorothy,38,young,nospec,Dorothy is 38.,Dorothy is young.
Dorothy,38,middle aged,specified,Dorothy's age is 38.,Dorothy is middle aged.
Dorothy,38,middle aged,nospec,Dorothy is 38.,Dorothy is middle aged.
Dorothy,38,old,specified,Dorothy's age is 38.,Dorothy is old.
Dorothy,38,old,nospec,Dorothy is 38.,Dorothy is old.
Dorothy,39,young,specified,Dorothy's age is 39.,Dorothy is young.
Dorothy,39,young,nospec,Dorothy is 39.,Dorothy is young.
Dorothy,39,middle aged,specified,Dorothy's age is 39.,Dorothy is middle aged.
Dorothy,39,middle aged,nospec,Dorothy is 39.,Dorothy is middle aged.
Dorothy,39,old,specified,Dorothy's age is 39.,Dorothy is old.
Dorothy,39,old,nospec,Dorothy is 39.,Dorothy is old.
Dorothy,40,young,specified,Dorothy's age is 40.,Dorothy is young.
Dorothy,40,young,nospec,Dorothy is 40.,Dorothy is young.
Dorothy,40,middle aged,specified,Dorothy's age is 40.,Dorothy is middle aged.
Dorothy,40,middle aged,nospec,Dorothy is 40.,Dorothy is middle aged.
Dorothy,40,old,specified,Dorothy's age is 40.,Dorothy is old.
Dorothy,40,old,nospec,Dorothy is 40.,Dorothy is old.
Dorothy,41,young,specified,Dorothy's age is 41.,Dorothy is young.
Dorothy,41,young,nospec,Dorothy is 41.,Dorothy is young.
Dorothy,41,middle aged,specified,Dorothy's age is 41.,Dorothy is middle aged.
Dorothy,41,middle aged,nospec,Dorothy is 41.,Dorothy is middle aged.
Dorothy,41,old,specified,Dorothy's age is 41.,Dorothy is old.
Dorothy,41,old,nospec,Dorothy is 41.,Dorothy is old.
Dorothy,42,young,specified,Dorothy's age is 42.,Dorothy is young.
Dorothy,42,young,nospec,Dorothy is 42.,Dorothy is young.
Dorothy,42,middle aged,specified,Dorothy's age is 42.,Dorothy is middle aged.
Dorothy,42,middle aged,nospec,Dorothy is 42.,Dorothy is middle aged.
Dorothy,42,old,specified,Dorothy's age is 42.,Dorothy is old.
Dorothy,42,old,nospec,Dorothy is 42.,Dorothy is old.
Dorothy,43,young,specified,Dorothy's age is 43.,Dorothy is young.
Dorothy,43,young,nospec,Dorothy is 43.,Dorothy is young.
Dorothy,43,middle aged,specified,Dorothy's age is 43.,Dorothy is middle aged.
Dorothy,43,middle aged,nospec,Dorothy is 43.,Dorothy is middle aged.
Dorothy,43,old,specified,Dorothy's age is 43.,Dorothy is old.
Dorothy,43,old,nospec,Dorothy is 43.,Dorothy is old.
Dorothy,44,young,specified,Dorothy's age is 44.,Dorothy is young.
Dorothy,44,young,nospec,Dorothy is 44.,Dorothy is young.
Dorothy,44,middle aged,specified,Dorothy's age is 44.,Dorothy is middle aged.
Dorothy,44,middle aged,nospec,Dorothy is 44.,Dorothy is middle aged.
Dorothy,44,old,specified,Dorothy's age is 44.,Dorothy is old.
Dorothy,44,old,nospec,Dorothy is 44.,Dorothy is old.
Dorothy,45,young,specified,Dorothy's age is 45.,Dorothy is young.
Dorothy,45,young,nospec,Dorothy is 45.,Dorothy is young.
Dorothy,45,middle aged,specified,Dorothy's age is 45.,Dorothy is middle aged.
Dorothy,45,middle aged,nospec,Dorothy is 45.,Dorothy is middle aged.
Dorothy,45,old,specified,Dorothy's age is 45.,Dorothy is old.
Dorothy,45,old,nospec,Dorothy is 45.,Dorothy is old.
Dorothy,46,young,specified,Dorothy's age is 46.,Dorothy is young.
Dorothy,46,young,nospec,Dorothy is 46.,Dorothy is young.
Dorothy,46,middle aged,specified,Dorothy's age is 46.,Dorothy is middle aged.
Dorothy,46,middle aged,nospec,Dorothy is 46.,Dorothy is middle aged.
Dorothy,46,old,specified,Dorothy's age is 46.,Dorothy is old.
Dorothy,46,old,nospec,Dorothy is 46.,Dorothy is old.
Dorothy,47,young,specified,Dorothy's age is 47.,Dorothy is young.
Dorothy,47,young,nospec,Dorothy is 47.,Dorothy is young.
Dorothy,47,middle aged,specified,Dorothy's age is 47.,Dorothy is middle aged.
Dorothy,47,middle aged,nospec,Dorothy is 47.,Dorothy is middle aged.
Dorothy,47,old,specified,Dorothy's age is 47.,Dorothy is old.
Dorothy,47,old,nospec,Dorothy is 47.,Dorothy is old.
Dorothy,48,young,specified,Dorothy's age is 48.,Dorothy is young.
Dorothy,48,young,nospec,Dorothy is 48.,Dorothy is young.
Dorothy,48,middle aged,specified,Dorothy's age is 48.,Dorothy is middle aged.
Dorothy,48,middle aged,nospec,Dorothy is 48.,Dorothy is middle aged.
Dorothy,48,old,specified,Dorothy's age is 48.,Dorothy is old.
Dorothy,48,old,nospec,Dorothy is 48.,Dorothy is old.
Dorothy,49,young,specified,Dorothy's age is 49.,Dorothy is young.
Dorothy,49,young,nospec,Dorothy is 49.,Dorothy is young.
Dorothy,49,middle aged,specified,Dorothy's age is 49.,Dorothy is middle aged.
Dorothy,49,middle aged,nospec,Dorothy is 49.,Dorothy is middle aged.
Dorothy,49,old,specified,Dorothy's age is 49.,Dorothy is old.
Dorothy,49,old,nospec,Dorothy is 49.,Dorothy is old.
Dorothy,50,young,specified,Dorothy's age is 50.,Dorothy is young.
Dorothy,50,young,nospec,Dorothy is 50.,Dorothy is young.
Dorothy,50,middle aged,specified,Dorothy's age is 50.,Dorothy is middle aged.
Dorothy,50,middle aged,nospec,Dorothy is 50.,Dorothy is middle aged.
Dorothy,50,old,specified,Dorothy's age is 50.,Dorothy is old.
Dorothy,50,old,nospec,Dorothy is 50.,Dorothy is old.
Dorothy,51,young,specified,Dorothy's age is 51.,Dorothy is young.
Dorothy,51,young,nospec,Dorothy is 51.,Dorothy is young.
Dorothy,51,middle aged,specified,Dorothy's age is 51.,Dorothy is middle aged.
Dorothy,51,middle aged,nospec,Dorothy is 51.,Dorothy is middle aged.
Dorothy,51,old,specified,Dorothy's age is 51.,Dorothy is old.
Dorothy,51,old,nospec,Dorothy is 51.,Dorothy is old.
Dorothy,52,young,specified,Dorothy's age is 52.,Dorothy is young.
Dorothy,52,young,nospec,Dorothy is 52.,Dorothy is young.
Dorothy,52,middle aged,specified,Dorothy's age is 52.,Dorothy is middle aged.
Dorothy,52,middle aged,nospec,Dorothy is 52.,Dorothy is middle aged.
Dorothy,52,old,specified,Dorothy's age is 52.,Dorothy is old.
Dorothy,52,old,nospec,Dorothy is 52.,Dorothy is old.
Dorothy,53,young,specified,Dorothy's age is 53.,Dorothy is young.
Dorothy,53,young,nospec,Dorothy is 53.,Dorothy is young.
Dorothy,53,middle aged,specified,Dorothy's age is 53.,Dorothy is middle aged.
Dorothy,53,middle aged,nospec,Dorothy is 53.,Dorothy is middle aged.
Dorothy,53,old,specified,Dorothy's age is 53.,Dorothy is old.
Dorothy,53,old,nospec,Dorothy is 53.,Dorothy is old.
Dorothy,54,young,specified,Dorothy's age is 54.,Dorothy is young.
Dorothy,54,young,nospec,Dorothy is 54.,Dorothy is young.
Dorothy,54,middle aged,specified,Dorothy's age is 54.,Dorothy is middle aged.
Dorothy,54,middle aged,nospec,Dorothy is 54.,Dorothy is middle aged.
Dorothy,54,old,specified,Dorothy's age is 54.,Dorothy is old.
Dorothy,54,old,nospec,Dorothy is 54.,Dorothy is old.
Dorothy,55,young,specified,Dorothy's age is 55.,Dorothy is young.
Dorothy,55,young,nospec,Dorothy is 55.,Dorothy is young.
Dorothy,55,middle aged,specified,Dorothy's age is 55.,Dorothy is middle aged.
Dorothy,55,middle aged,nospec,Dorothy is 55.,Dorothy is middle aged.
Dorothy,55,old,specified,Dorothy's age is 55.,Dorothy is old.
Dorothy,55,old,nospec,Dorothy is 55.,Dorothy is old.
Dorothy,56,young,specified,Dorothy's age is 56.,Dorothy is young.
Dorothy,56,young,nospec,Dorothy is 56.,Dorothy is young.
Dorothy,56,middle aged,specified,Dorothy's age is 56.,Dorothy is middle aged.
Dorothy,56,middle aged,nospec,Dorothy is 56.,Dorothy is middle aged.
Dorothy,56,old,specified,Dorothy's age is 56.,Dorothy is old.
Dorothy,56,old,nospec,Dorothy is 56.,Dorothy is old.
Dorothy,57,young,specified,Dorothy's age is 57.,Dorothy is young.
Dorothy,57,young,nospec,Dorothy is 57.,Dorothy is young.
Dorothy,57,middle aged,specified,Dorothy's age is 57.,Dorothy is middle aged.
Dorothy,57,middle aged,nospec,Dorothy is 57.,Dorothy is middle aged.
Dorothy,57,old,specified,Dorothy's age is 57.,Dorothy is old.
Dorothy,57,old,nospec,Dorothy is 57.,Dorothy is old.
Dorothy,58,young,specified,Dorothy's age is 58.,Dorothy is young.
Dorothy,58,young,nospec,Dorothy is 58.,Dorothy is young.
Dorothy,58,middle aged,specified,Dorothy's age is 58.,Dorothy is middle aged.
Dorothy,58,middle aged,nospec,Dorothy is 58.,Dorothy is middle aged.
Dorothy,58,old,specified,Dorothy's age is 58.,Dorothy is old.
Dorothy,58,old,nospec,Dorothy is 58.,Dorothy is old.
Dorothy,59,young,specified,Dorothy's age is 59.,Dorothy is young.
Dorothy,59,young,nospec,Dorothy is 59.,Dorothy is young.
Dorothy,59,middle aged,specified,Dorothy's age is 59.,Dorothy is middle aged.
Dorothy,59,middle aged,nospec,Dorothy is 59.,Dorothy is middle aged.
Dorothy,59,old,specified,Dorothy's age is 59.,Dorothy is old.
Dorothy,59,old,nospec,Dorothy is 59.,Dorothy is old.
Dorothy,60,young,specified,Dorothy's age is 60.,Dorothy is young.
Dorothy,60,young,nospec,Dorothy is 60.,Dorothy is young.
Dorothy,60,middle aged,specified,Dorothy's age is 60.,Dorothy is middle aged.
Dorothy,60,middle aged,nospec,Dorothy is 60.,Dorothy is middle aged.
Dorothy,60,old,specified,Dorothy's age is 60.,Dorothy is old.
Dorothy,60,old,nospec,Dorothy is 60.,Dorothy is old.
Dorothy,61,young,specified,Dorothy's age is 61.,Dorothy is young.
Dorothy,61,young,nospec,Dorothy is 61.,Dorothy is young.
Dorothy,61,middle aged,specified,Dorothy's age is 61.,Dorothy is middle aged.
Dorothy,61,middle aged,nospec,Dorothy is 61.,Dorothy is middle aged.
Dorothy,61,old,specified,Dorothy's age is 61.,Dorothy is old.
Dorothy,61,old,nospec,Dorothy is 61.,Dorothy is old.
Dorothy,62,young,specified,Dorothy's age is 62.,Dorothy is young.
Dorothy,62,young,nospec,Dorothy is 62.,Dorothy is young.
Dorothy,62,middle aged,specified,Dorothy's age is 62.,Dorothy is middle aged.
Dorothy,62,middle aged,nospec,Dorothy is 62.,Dorothy is middle aged.
Dorothy,62,old,specified,Dorothy's age is 62.,Dorothy is old.
Dorothy,62,old,nospec,Dorothy is 62.,Dorothy is old.
Dorothy,63,young,specified,Dorothy's age is 63.,Dorothy is young.
Dorothy,63,young,nospec,Dorothy is 63.,Dorothy is young.
Dorothy,63,middle aged,specified,Dorothy's age is 63.,Dorothy is middle aged.
Dorothy,63,middle aged,nospec,Dorothy is 63.,Dorothy is middle aged.
Dorothy,63,old,specified,Dorothy's age is 63.,Dorothy is old.
Dorothy,63,old,nospec,Dorothy is 63.,Dorothy is old.
Dorothy,64,young,specified,Dorothy's age is 64.,Dorothy is young.
Dorothy,64,young,nospec,Dorothy is 64.,Dorothy is young.
Dorothy,64,middle aged,specified,Dorothy's age is 64.,Dorothy is middle aged.
Dorothy,64,middle aged,nospec,Dorothy is 64.,Dorothy is middle aged.
Dorothy,64,old,specified,Dorothy's age is 64.,Dorothy is old.
Dorothy,64,old,nospec,Dorothy is 64.,Dorothy is old.
Dorothy,65,young,specified,Dorothy's age is 65.,Dorothy is young.
Dorothy,65,young,nospec,Dorothy is 65.,Dorothy is young.
Dorothy,65,middle aged,specified,Dorothy's age is 65.,Dorothy is middle aged.
Dorothy,65,middle aged,nospec,Dorothy is 65.,Dorothy is middle aged.
Dorothy,65,old,specified,Dorothy's age is 65.,Dorothy is old.
Dorothy,65,old,nospec,Dorothy is 65.,Dorothy is old.
Dorothy,66,young,specified,Dorothy's age is 66.,Dorothy is young.
Dorothy,66,young,nospec,Dorothy is 66.,Dorothy is young.
Dorothy,66,middle aged,specified,Dorothy's age is 66.,Dorothy is middle aged.
Dorothy,66,middle aged,nospec,Dorothy is 66.,Dorothy is middle aged.
Dorothy,66,old,specified,Dorothy's age is 66.,Dorothy is old.
Dorothy,66,old,nospec,Dorothy is 66.,Dorothy is old.
Dorothy,67,young,specified,Dorothy's age is 67.,Dorothy is young.
Dorothy,67,young,nospec,Dorothy is 67.,Dorothy is young.
Dorothy,67,middle aged,specified,Dorothy's age is 67.,Dorothy is middle aged.
Dorothy,67,middle aged,nospec,Dorothy is 67.,Dorothy is middle aged.
Dorothy,67,old,specified,Dorothy's age is 67.,Dorothy is old.
Dorothy,67,old,nospec,Dorothy is 67.,Dorothy is old.
Dorothy,68,young,specified,Dorothy's age is 68.,Dorothy is young.
Dorothy,68,young,nospec,Dorothy is 68.,Dorothy is young.
Dorothy,68,middle aged,specified,Dorothy's age is 68.,Dorothy is middle aged.
Dorothy,68,middle aged,nospec,Dorothy is 68.,Dorothy is middle aged.
Dorothy,68,old,specified,Dorothy's age is 68.,Dorothy is old.
Dorothy,68,old,nospec,Dorothy is 68.,Dorothy is old.
Dorothy,69,young,specified,Dorothy's age is 69.,Dorothy is young.
Dorothy,69,young,nospec,Dorothy is 69.,Dorothy is young.
Dorothy,69,middle aged,specified,Dorothy's age is 69.,Dorothy is middle aged.
Dorothy,69,middle aged,nospec,Dorothy is 69.,Dorothy is middle aged.
Dorothy,69,old,specified,Dorothy's age is 69.,Dorothy is old.
Dorothy,69,old,nospec,Dorothy is 69.,Dorothy is old.
Dorothy,70,young,specified,Dorothy's age is 70.,Dorothy is young.
Dorothy,70,young,nospec,Dorothy is 70.,Dorothy is young.
Dorothy,70,middle aged,specified,Dorothy's age is 70.,Dorothy is middle aged.
Dorothy,70,middle aged,nospec,Dorothy is 70.,Dorothy is middle aged.
Dorothy,70,old,specified,Dorothy's age is 70.,Dorothy is old.
Dorothy,70,old,nospec,Dorothy is 70.,Dorothy is old.
Dorothy,71,young,specified,Dorothy's age is 71.,Dorothy is young.
Dorothy,71,young,nospec,Dorothy is 71.,Dorothy is young.
Dorothy,71,middle aged,specified,Dorothy's age is 71.,Dorothy is middle aged.
Dorothy,71,middle aged,nospec,Dorothy is 71.,Dorothy is middle aged.
Dorothy,71,old,specified,Dorothy's age is 71.,Dorothy is old.
Dorothy,71,old,nospec,Dorothy is 71.,Dorothy is old.
Dorothy,72,young,specified,Dorothy's age is 72.,Dorothy is young.
Dorothy,72,young,nospec,Dorothy is 72.,Dorothy is young.
Dorothy,72,middle aged,specified,Dorothy's age is 72.,Dorothy is middle aged.
Dorothy,72,middle aged,nospec,Dorothy is 72.,Dorothy is middle aged.
Dorothy,72,old,specified,Dorothy's age is 72.,Dorothy is old.
Dorothy,72,old,nospec,Dorothy is 72.,Dorothy is old.
Dorothy,73,young,specified,Dorothy's age is 73.,Dorothy is young.
Dorothy,73,young,nospec,Dorothy is 73.,Dorothy is young.
Dorothy,73,middle aged,specified,Dorothy's age is 73.,Dorothy is middle aged.
Dorothy,73,middle aged,nospec,Dorothy is 73.,Dorothy is middle aged.
Dorothy,73,old,specified,Dorothy's age is 73.,Dorothy is old.
Dorothy,73,old,nospec,Dorothy is 73.,Dorothy is old.
Dorothy,74,young,specified,Dorothy's age is 74.,Dorothy is young.
Dorothy,74,young,nospec,Dorothy is 74.,Dorothy is young.
Dorothy,74,middle aged,specified,Dorothy's age is 74.,Dorothy is middle aged.
Dorothy,74,middle aged,nospec,Dorothy is 74.,Dorothy is middle aged.
Dorothy,74,old,specified,Dorothy's age is 74.,Dorothy is old.
Dorothy,74,old,nospec,Dorothy is 74.,Dorothy is old.
Dorothy,75,young,specified,Dorothy's age is 75.,Dorothy is young.
Dorothy,75,young,nospec,Dorothy is 75.,Dorothy is young.
Dorothy,75,middle aged,specified,Dorothy's age is 75.,Dorothy is middle aged.
Dorothy,75,middle aged,nospec,Dorothy is 75.,Dorothy is middle aged.
Dorothy,75,old,specified,Dorothy's age is 75.,Dorothy is old.
Dorothy,75,old,nospec,Dorothy is 75.,Dorothy is old.
Dorothy,76,young,specified,Dorothy's age is 76.,Dorothy is young.
Dorothy,76,young,nospec,Dorothy is 76.,Dorothy is young.
Dorothy,76,middle aged,specified,Dorothy's age is 76.,Dorothy is middle aged.
Dorothy,76,middle aged,nospec,Dorothy is 76.,Dorothy is middle aged.
Dorothy,76,old,specified,Dorothy's age is 76.,Dorothy is old.
Dorothy,76,old,nospec,Dorothy is 76.,Dorothy is old.
Dorothy,77,young,specified,Dorothy's age is 77.,Dorothy is young.
Dorothy,77,young,nospec,Dorothy is 77.,Dorothy is young.
Dorothy,77,middle aged,specified,Dorothy's age is 77.,Dorothy is middle aged.
Dorothy,77,middle aged,nospec,Dorothy is 77.,Dorothy is middle aged.
Dorothy,77,old,specified,Dorothy's age is 77.,Dorothy is old.
Dorothy,77,old,nospec,Dorothy is 77.,Dorothy is old.
Dorothy,78,young,specified,Dorothy's age is 78.,Dorothy is young.
Dorothy,78,young,nospec,Dorothy is 78.,Dorothy is young.
