location,temperature,categories,premise,hypothesis
in the bedroom,-42,freezing,It is freezing in the bedroom.,It is -42 degrees celsius in the bedroom.
in the bedroom,-42,cold,It is cold in the bedroom.,It is -42 degrees celsius in the bedroom.
in the bedroom,-42,cool,It is cool in the bedroom.,It is -42 degrees celsius in the bedroom.
in the bedroom,-42,warm,It is warm in the bedroom.,It is -42 degrees celsius in the bedroom.
in the bedroom,-42,hot,It is hot in the bedroom.,It is -42 degrees celsius in the bedroom.
in the bedroom,-41,freezing,It is freezing in the bedroom.,It is -41 degrees celsius in the bedroom.
in the bedroom,-41,cold,It is cold in the bedroom.,It is -41 degrees celsius in the bedroom.
in the bedroom,-41,cool,It is cool in the bedroom.,It is -41 degrees celsius in the bedroom.
in the bedroom,-41,warm,It is warm in the bedroom.,It is -41 degrees celsius in the bedroom.
in the bedroom,-41,hot,It is hot in the bedroom.,It is -41 degrees celsius in the bedroom.
in the bedroom,-40,freezing,It is freezing in the bedroom.,It is -40 degrees celsius in the bedroom.
in the bedroom,-40,cold,It is cold in the bedroom.,It is -40 degrees celsius in the bedroom.
in the bedroom,-40,cool,It is cool in the bedroom.,It is -40 degrees celsius in the bedroom.
in the bedroom,-40,warm,It is warm in the bedroom.,It is -40 degrees celsius in the bedroom.
in the bedroom,-40,hot,It is hot in the bedroom.,It is -40 degrees celsius in the bedroom.
in the bedroom,-39,freezing,It is freezing in the bedroom.,It is -39 degrees celsius in the bedroom.
in the bedroom,-39,cold,It is cold in the bedroom.,It is -39 degrees celsius in the bedroom.
in the bedroom,-39,cool,It is cool in the bedroom.,It is -39 degrees celsius in the bedroom.
in the bedroom,-39,warm,It is warm in the bedroom.,It is -39 degrees celsius in the bedroom.
in the bedroom,-39,hot,It is hot in the bedroom.,It is -39 degrees celsius in the bedroom.
in the bedroom,-38,freezing,It is freezing in the bedroom.,It is -38 degrees celsius in the bedroom.
in the bedroom,-38,cold,It is cold in the bedroom.,It is -38 degrees celsius in the bedroom.
in the bedroom,-38,cool,It is cool in the bedroom.,It is -38 degrees celsius in the bedroom.
in the bedroom,-38,warm,It is warm in the bedroom.,It is -38 degrees celsius in the bedroom.
in the bedroom,-38,hot,It is hot in the bedroom.,It is -38 degrees celsius in the bedroom.
in the bedroom,-37,freezing,It is freezing in the bedroom.,It is -37 degrees celsius in the bedroom.
in the bedroom,-37,cold,It is cold in the bedroom.,It is -37 degrees celsius in the bedroom.
in the bedroom,-37,cool,It is cool in the bedroom.,It is -37 degrees celsius in the bedroom.
in the bedroom,-37,warm,It is warm in the bedroom.,It is -37 degrees celsius in the bedroom.
in the bedroom,-37,hot,It is hot in the bedroom.,It is -37 degrees celsius in the bedroom.
in the bedroom,-36,freezing,It is freezing in the bedroom.,It is -36 degrees celsius in the bedroom.
in the bedroom,-36,cold,It is cold in the bedroom.,It is -36 degrees celsius in the bedroom.
in the bedroom,-36,cool,It is cool in the bedroom.,It is -36 degrees celsius in the bedroom.
in the bedroom,-36,warm,It is warm in the bedroom.,It is -36 degrees celsius in the bedroom.
in the bedroom,-36,hot,It is hot in the bedroom.,It is -36 degrees celsius in the bedroom.
in the bedroom,-35,freezing,It is freezing in the bedroom.,It is -35 degrees celsius in the bedroom.
in the bedroom,-35,cold,It is cold in the bedroom.,It is -35 degrees celsius in the bedroom.
in the bedroom,-35,cool,It is cool in the bedroom.,It is -35 degrees celsius in the bedroom.
in the bedroom,-35,warm,It is warm in the bedroom.,It is -35 degrees celsius in the bedroom.
in the bedroom,-35,hot,It is hot in the bedroom.,It is -35 degrees celsius in the bedroom.
in the bedroom,-34,freezing,It is freezing in the bedroom.,It is -34 degrees celsius in the bedroom.
in the bedroom,-34,cold,It is cold in the bedroom.,It is -34 degrees celsius in the bedroom.
in the bedroom,-34,cool,It is cool in the bedroom.,It is -34 degrees celsius in the bedroom.
in the bedroom,-34,warm,It is warm in the bedroom.,It is -34 degrees celsius in the bedroom.
in the bedroom,-34,hot,It is hot in the bedroom.,It is -34 degrees celsius in the bedroom.
in the bedroom,-33,freezing,It is freezing in the bedroom.,It is -33 degrees celsius in the bedroom.
in the bedroom,-33,cold,It is cold in the bedroom.,It is -33 degrees celsius in the bedroom.
in the bedroom,-33,cool,It is cool in the bedroom.,It is -33 degrees celsius in the bedroom.
in the bedroom,-33,warm,It is warm in the bedroom.,It is -33 degrees celsius in the bedroom.
in the bedroom,-33,hot,It is hot in the bedroom.,It is -33 degrees celsius in the bedroom.
in the bedroom,-32,freezing,It is freezing in the bedroom.,It is -32 degrees celsius in the bedroom.
in the bedroom,-32,cold,It is cold in the bedroom.,It is -32 degrees celsius in the bedroom.
in the bedroom,-32,cool,It is cool in the bedroom.,It is -32 degrees celsius in the bedroom.
in the bedroom,-32,warm,It is warm in the bedroom.,It is -32 degrees celsius in the bedroom.
in the bedroom,-32,hot,It is hot in the bedroom.,It is -32 degrees celsius in the bedroom.
in the bedroom,-31,freezing,It is freezing in the bedroom.,It is -31 degrees celsius in the bedroom.
in the bedroom,-31,cold,It is cold in the bedroom.,It is -31 degrees celsius in the bedroom.
in the bedroom,-31,cool,It is cool in the bedroom.,It is -31 degrees celsius in the bedroom.
in the bedroom,-31,warm,It is warm in the bedroom.,It is -31 degrees celsius in the bedroom.
in the bedroom,-31,hot,It is hot in the bedroom.,It is -31 degrees celsius in the bedroom.
in the bedroom,-30,freezing,It is freezing in the bedroom.,It is -30 degrees celsius in the bedroom.
in the bedroom,-30,cold,It is cold in the bedroom.,It is -30 degrees celsius in the bedroom.
in the bedroom,-30,cool,It is cool in the bedroom.,It is -30 degrees celsius in the bedroom.
in the bedroom,-30,warm,It is warm in the bedroom.,It is -30 degrees celsius in the bedroom.
in the bedroom,-30,hot,It is hot in the bedroom.,It is -30 degrees celsius in the bedroom.
in the bedroom,-29,freezing,It is freezing in the bedroom.,It is -29 degrees celsius in the bedroom.
in the bedroom,-29,cold,It is cold in the bedroom.,It is -29 degrees celsius in the bedroom.
in the bedroom,-29,cool,It is cool in the bedroom.,It is -29 degrees celsius in the bedroom.
in the bedroom,-29,warm,It is warm in the bedroom.,It is -29 degrees celsius in the bedroom.
in the bedroom,-29,hot,It is hot in the bedroom.,It is -29 degrees celsius in the bedroom.
in the bedroom,-28,freezing,It is freezing in the bedroom.,It is -28 degrees celsius in the bedroom.
in the bedroom,-28,cold,It is cold in the bedroom.,It is -28 degrees celsius in the bedroom.
in the bedroom,-28,cool,It is cool in the bedroom.,It is -28 degrees celsius in the bedroom.
in the bedroom,-28,warm,It is warm in the bedroom.,It is -28 degrees celsius in the bedroom.
in the bedroom,-28,hot,It is hot in the bedroom.,It is -28 degrees celsius in the bedroom.
in the bedroom,-27,freezing,It is freezing in the bedroom.,It is -27 degrees celsius in the bedroom.
in the bedroom,-27,cold,It is cold in the bedroom.,It is -27 degrees celsius in the bedroom.
in the bedroom,-27,cool,It is cool in the bedroom.,It is -27 degrees celsius in the bedroom.
in the bedroom,-27,warm,It is warm in the bedroom.,It is -27 degrees celsius in the bedroom.
in the bedroom,-27,hot,It is hot in the bedroom.,It is -27 degrees celsius in the bedroom.
in the bedroom,-26,freezing,It is freezing in the bedroom.,It is -26 degrees celsius in the bedroom.
in the bedroom,-26,cold,It is cold in the bedroom.,It is -26 degrees celsius in the bedroom.
in the bedroom,-26,cool,It is cool in the bedroom.,It is -26 degrees celsius in the bedroom.
in the bedroom,-26,warm,It is warm in the bedroom.,It is -26 degrees celsius in the bedroom.
in the bedroom,-26,hot,It is hot in the bedroom.,It is -26 degrees celsius in the bedroom.
in the bedroom,-25,freezing,It is freezing in the bedroom.,It is -25 degrees celsius in the bedroom.
in the bedroom,-25,cold,It is cold in the bedroom.,It is -25 degrees celsius in the bedroom.
in the bedroom,-25,cool,It is cool in the bedroom.,It is -25 degrees celsius in the bedroom.
in the bedroom,-25,warm,It is warm in the bedroom.,It is -25 degrees celsius in the bedroom.
in the bedroom,-25,hot,It is hot in the bedroom.,It is -25 degrees celsius in the bedroom.
in the bedroom,-24,freezing,It is freezing in the bedroom.,It is -24 degrees celsius in the bedroom.
in the bedroom,-24,cold,It is cold in the bedroom.,It is -24 degrees celsius in the bedroom.
in the bedroom,-24,cool,It is cool in the bedroom.,It is -24 degrees celsius in the bedroom.
in the bedroom,-24,warm,It is warm in the bedroom.,It is -24 degrees celsius in the bedroom.
in the bedroom,-24,hot,It is hot in the bedroom.,It is -24 degrees celsius in the bedroom.
in the bedroom,-23,freezing,It is freezing in the bedroom.,It is -23 degrees celsius in the bedroom.
in the bedroom,-23,cold,It is cold in the bedroom.,It is -23 degrees celsius in the bedroom.
in the bedroom,-23,cool,It is cool in the bedroom.,It is -23 degrees celsius in the bedroom.
in the bedroom,-23,warm,It is warm in the bedroom.,It is -23 degrees celsius in the bedroom.
in the bedroom,-23,hot,It is hot in the bedroom.,It is -23 degrees celsius in the bedroom.
in the bedroom,-22,freezing,It is freezing in the bedroom.,It is -22 degrees celsius in the bedroom.
in the bedroom,-22,cold,It is cold in the bedroom.,It is -22 degrees celsius in the bedroom.
in the bedroom,-22,cool,It is cool in the bedroom.,It is -22 degrees celsius in the bedroom.
in the bedroom,-22,warm,It is warm in the bedroom.,It is -22 degrees celsius in the bedroom.
in the bedroom,-22,hot,It is hot in the bedroom.,It is -22 degrees celsius in the bedroom.
in the bedroom,-21,freezing,It is freezing in the bedroom.,It is -21 degrees celsius in the bedroom.
in the bedroom,-21,cold,It is cold in the bedroom.,It is -21 degrees celsius in the bedroom.
in the bedroom,-21,cool,It is cool in the bedroom.,It is -21 degrees celsius in the bedroom.
in the bedroom,-21,warm,It is warm in the bedroom.,It is -21 degrees celsius in the bedroom.
in the bedroom,-21,hot,It is hot in the bedroom.,It is -21 degrees celsius in the bedroom.
in the bedroom,-20,freezing,It is freezing in the bedroom.,It is -20 degrees celsius in the bedroom.
in the bedroom,-20,cold,It is cold in the bedroom.,It is -20 degrees celsius in the bedroom.
in the bedroom,-20,cool,It is cool in the bedroom.,It is -20 degrees celsius in the bedroom.
in the bedroom,-20,warm,It is warm in the bedroom.,It is -20 degrees celsius in the bedroom.
in the bedroom,-20,hot,It is hot in the bedroom.,It is -20 degrees celsius in the bedroom.
in the bedroom,-19,freezing,It is freezing in the bedroom.,It is -19 degrees celsius in the bedroom.
in the bedroom,-19,cold,It is cold in the bedroom.,It is -19 degrees celsius in the bedroom.
in the bedroom,-19,cool,It is cool in the bedroom.,It is -19 degrees celsius in the bedroom.
in the bedroom,-19,warm,It is warm in the bedroom.,It is -19 degrees celsius in the bedroom.
in the bedroom,-19,hot,It is hot in the bedroom.,It is -19 degrees celsius in the bedroom.
in the bedroom,-18,freezing,It is freezing in the bedroom.,It is -18 degrees celsius in the bedroom.
in the bedroom,-18,cold,It is cold in the bedroom.,It is -18 degrees celsius in the bedroom.
in the bedroom,-18,cool,It is cool in the bedroom.,It is -18 degrees celsius in the bedroom.
in the bedroom,-18,warm,It is warm in the bedroom.,It is -18 degrees celsius in the bedroom.
in the bedroom,-18,hot,It is hot in the bedroom.,It is -18 degrees celsius in the bedroom.
in the bedroom,-17,freezing,It is freezing in the bedroom.,It is -17 degrees celsius in the bedroom.
in the bedroom,-17,cold,It is cold in the bedroom.,It is -17 degrees celsius in the bedroom.
in the bedroom,-17,cool,It is cool in the bedroom.,It is -17 degrees celsius in the bedroom.
in the bedroom,-17,warm,It is warm in the bedroom.,It is -17 degrees celsius in the bedroom.
in the bedroom,-17,hot,It is hot in the bedroom.,It is -17 degrees celsius in the bedroom.
in the bedroom,-16,freezing,It is freezing in the bedroom.,It is -16 degrees celsius in the bedroom.
in the bedroom,-16,cold,It is cold in the bedroom.,It is -16 degrees celsius in the bedroom.
in the bedroom,-16,cool,It is cool in the bedroom.,It is -16 degrees celsius in the bedroom.
in the bedroom,-16,warm,It is warm in the bedroom.,It is -16 degrees celsius in the bedroom.
in the bedroom,-16,hot,It is hot in the bedroom.,It is -16 degrees celsius in the bedroom.
in the bedroom,-15,freezing,It is freezing in the bedroom.,It is -15 degrees celsius in the bedroom.
in the bedroom,-15,cold,It is cold in the bedroom.,It is -15 degrees celsius in the bedroom.
in the bedroom,-15,cool,It is cool in the bedroom.,It is -15 degrees celsius in the bedroom.
in the bedroom,-15,warm,It is warm in the bedroom.,It is -15 degrees celsius in the bedroom.
in the bedroom,-15,hot,It is hot in the bedroom.,It is -15 degrees celsius in the bedroom.
in the bedroom,-14,freezing,It is freezing in the bedroom.,It is -14 degrees celsius in the bedroom.
in the bedroom,-14,cold,It is cold in the bedroom.,It is -14 degrees celsius in the bedroom.
in the bedroom,-14,cool,It is cool in the bedroom.,It is -14 degrees celsius in the bedroom.
in the bedroom,-14,warm,It is warm in the bedroom.,It is -14 degrees celsius in the bedroom.
in the bedroom,-14,hot,It is hot in the bedroom.,It is -14 degrees celsius in the bedroom.
in the bedroom,-13,freezing,It is freezing in the bedroom.,It is -13 degrees celsius in the bedroom.
in the bedroom,-13,cold,It is cold in the bedroom.,It is -13 degrees celsius in the bedroom.
in the bedroom,-13,cool,It is cool in the bedroom.,It is -13 degrees celsius in the bedroom.
in the bedroom,-13,warm,It is warm in the bedroom.,It is -13 degrees celsius in the bedroom.
in the bedroom,-13,hot,It is hot in the bedroom.,It is -13 degrees celsius in the bedroom.
in the bedroom,-12,freezing,It is freezing in the bedroom.,It is -12 degrees celsius in the bedroom.
in the bedroom,-12,cold,It is cold in the bedroom.,It is -12 degrees celsius in the bedroom.
in the bedroom,-12,cool,It is cool in the bedroom.,It is -12 degrees celsius in the bedroom.
in the bedroom,-12,warm,It is warm in the bedroom.,It is -12 degrees celsius in the bedroom.
in the bedroom,-12,hot,It is hot in the bedroom.,It is -12 degrees celsius in the bedroom.
in the bedroom,-11,freezing,It is freezing in the bedroom.,It is -11 degrees celsius in the bedroom.
in the bedroom,-11,cold,It is cold in the bedroom.,It is -11 degrees celsius in the bedroom.
in the bedroom,-11,cool,It is cool in the bedroom.,It is -11 degrees celsius in the bedroom.
in the bedroom,-11,warm,It is warm in the bedroom.,It is -11 degrees celsius in the bedroom.
in the bedroom,-11,hot,It is hot in the bedroom.,It is -11 degrees celsius in the bedroom.
in the bedroom,-10,freezing,It is freezing in the bedroom.,It is -10 degrees celsius in the bedroom.
in the bedroom,-10,cold,It is cold in the bedroom.,It is -10 degrees celsius in the bedroom.
in the bedroom,-10,cool,It is cool in the bedroom.,It is -10 degrees celsius in the bedroom.
in the bedroom,-10,warm,It is warm in the bedroom.,It is -10 degrees celsius in the bedroom.
in the bedroom,-10,hot,It is hot in the bedroom.,It is -10 degrees celsius in the bedroom.
in the bedroom,-9,freezing,It is freezing in the bedroom.,It is -9 degrees celsius in the bedroom.
in the bedroom,-9,cold,It is cold in the bedroom.,It is -9 degrees celsius in the bedroom.
in the bedroom,-9,cool,It is cool in the bedroom.,It is -9 degrees celsius in the bedroom.
in the bedroom,-9,warm,It is warm in the bedroom.,It is -9 degrees celsius in the bedroom.
in the bedroom,-9,hot,It is hot in the bedroom.,It is -9 degrees celsius in the bedroom.
in the bedroom,-8,freezing,It is freezing in the bedroom.,It is -8 degrees celsius in the bedroom.
in the bedroom,-8,cold,It is cold in the bedroom.,It is -8 degrees celsius in the bedroom.
in the bedroom,-8,cool,It is cool in the bedroom.,It is -8 degrees celsius in the bedroom.
in the bedroom,-8,warm,It is warm in the bedroom.,It is -8 degrees celsius in the bedroom.
in the bedroom,-8,hot,It is hot in the bedroom.,It is -8 degrees celsius in the bedroom.
in the bedroom,-7,freezing,It is freezing in the bedroom.,It is -7 degrees celsius in the bedroom.
in the bedroom,-7,cold,It is cold in the bedroom.,It is -7 degrees celsius in the bedroom.
in the bedroom,-7,cool,It is cool in the bedroom.,It is -7 degrees celsius in the bedroom.
in the bedroom,-7,warm,It is warm in the bedroom.,It is -7 degrees celsius in the bedroom.
in the bedroom,-7,hot,It is hot in the bedroom.,It is -7 degrees celsius in the bedroom.
in the bedroom,-6,freezing,It is freezing in the bedroom.,It is -6 degrees celsius in the bedroom.
in the bedroom,-6,cold,It is cold in the bedroom.,It is -6 degrees celsius in the bedroom.
in the bedroom,-6,cool,It is cool in the bedroom.,It is -6 degrees celsius in the bedroom.
in the bedroom,-6,warm,It is warm in the bedroom.,It is -6 degrees celsius in the bedroom.
in the bedroom,-6,hot,It is hot in the bedroom.,It is -6 degrees celsius in the bedroom.
in the bedroom,-5,freezing,It is freezing in the bedroom.,It is -5 degrees celsius in the bedroom.
in the bedroom,-5,cold,It is cold in the bedroom.,It is -5 degrees celsius in the bedroom.
in the bedroom,-5,cool,It is cool in the bedroom.,It is -5 degrees celsius in the bedroom.
in the bedroom,-5,warm,It is warm in the bedroom.,It is -5 degrees celsius in the bedroom.
in the bedroom,-5,hot,It is hot in the bedroom.,It is -5 degrees celsius in the bedroom.
in the bedroom,-4,freezing,It is freezing in the bedroom.,It is -4 degrees celsius in the bedroom.
in the bedroom,-4,cold,It is cold in the bedroom.,It is -4 degrees celsius in the bedroom.
in the bedroom,-4,cool,It is cool in the bedroom.,It is -4 degrees celsius in the bedroom.
in the bedroom,-4,warm,It is warm in the bedroom.,It is -4 degrees celsius in the bedroom.
in the bedroom,-4,hot,It is hot in the bedroom.,It is -4 degrees celsius in the bedroom.
in the bedroom,-3,freezing,It is freezing in the bedroom.,It is -3 degrees celsius in the bedroom.
in the bedroom,-3,cold,It is cold in the bedroom.,It is -3 degrees celsius in the bedroom.
in the bedroom,-3,cool,It is cool in the bedroom.,It is -3 degrees celsius in the bedroom.
in the bedroom,-3,warm,It is warm in the bedroom.,It is -3 degrees celsius in the bedroom.
in the bedroom,-3,hot,It is hot in the bedroom.,It is -3 degrees celsius in the bedroom.
in the bedroom,-2,freezing,It is freezing in the bedroom.,It is -2 degrees celsius in the bedroom.
in the bedroom,-2,cold,It is cold in the bedroom.,It is -2 degrees celsius in the bedroom.
in the bedroom,-2,cool,It is cool in the bedroom.,It is -2 degrees celsius in the bedroom.
in the bedroom,-2,warm,It is warm in the bedroom.,It is -2 degrees celsius in the bedroom.
in the bedroom,-2,hot,It is hot in the bedroom.,It is -2 degrees celsius in the bedroom.
in the bedroom,-1,freezing,It is freezing in the bedroom.,It is -1 degrees celsius in the bedroom.
in the bedroom,-1,cold,It is cold in the bedroom.,It is -1 degrees celsius in the bedroom.
in the bedroom,-1,cool,It is cool in the bedroom.,It is -1 degrees celsius in the bedroom.
in the bedroom,-1,warm,It is warm in the bedroom.,It is -1 degrees celsius in the bedroom.
in the bedroom,-1,hot,It is hot in the bedroom.,It is -1 degrees celsius in the bedroom.
in the bedroom,0,freezing,It is freezing in the bedroom.,It is 0 degrees celsius in the bedroom.
in the bedroom,0,cold,It is cold in the bedroom.,It is 0 degrees celsius in the bedroom.
in the bedroom,0,cool,It is cool in the bedroom.,It is 0 degrees celsius in the bedroom.
in the bedroom,0,warm,It is warm in the bedroom.,It is 0 degrees celsius in the bedroom.
in the bedroom,0,hot,It is hot in the bedroom.,It is 0 degrees celsius in the bedroom.
in the bedroom,1,freezing,It is freezing in the bedroom.,It is 1 degrees celsius in the bedroom.
in the bedroom,1,cold,It is cold in the bedroom.,It is 1 degrees celsius in the bedroom.
in the bedroom,1,cool,It is cool in the bedroom.,It is 1 degrees celsius in the bedroom.
in the bedroom,1,warm,It is warm in the bedroom.,It is 1 degrees celsius in the bedroom.
in the bedroom,1,hot,It is hot in the bedroom.,It is 1 degrees celsius in the bedroom.
in the bedroom,2,freezing,It is freezing in the bedroom.,It is 2 degrees celsius in the bedroom.
in the bedroom,2,cold,It is cold in the bedroom.,It is 2 degrees celsius in the bedroom.
in the bedroom,2,cool,It is cool in the bedroom.,It is 2 degrees celsius in the bedroom.
in the bedroom,2,warm,It is warm in the bedroom.,It is 2 degrees celsius in the bedroom.
in the bedroom,2,hot,It is hot in the bedroom.,It is 2 degrees celsius in the bedroom.
in the bedroom,3,freezing,It is freezing in the bedroom.,It is 3 degrees celsius in the bedroom.
in the bedroom,3,cold,It is cold in the bedroom.,It is 3 degrees celsius in the bedroom.
in the bedroom,3,cool,It is cool in the bedroom.,It is 3 degrees celsius in the bedroom.
in the bedroom,3,warm,It is warm in the bedroom.,It is 3 degrees celsius in the bedroom.
in the bedroom,3,hot,It is hot in the bedroom.,It is 3 degrees celsius in the bedroom.
in the bedroom,4,freezing,It is freezing in the bedroom.,It is 4 degrees celsius in the bedroom.
in the bedroom,4,cold,It is cold in the bedroom.,It is 4 degrees celsius in the bedroom.
in the bedroom,4,cool,It is cool in the bedroom.,It is 4 degrees celsius in the bedroom.
in the bedroom,4,warm,It is warm in the bedroom.,It is 4 degrees celsius in the bedroom.
in the bedroom,4,hot,It is hot in the bedroom.,It is 4 degrees celsius in the bedroom.
in the bedroom,5,freezing,It is freezing in the bedroom.,It is 5 degrees celsius in the bedroom.
in the bedroom,5,cold,It is cold in the bedroom.,It is 5 degrees celsius in the bedroom.
in the bedroom,5,cool,It is cool in the bedroom.,It is 5 degrees celsius in the bedroom.
in the bedroom,5,warm,It is warm in the bedroom.,It is 5 degrees celsius in the bedroom.
in the bedroom,5,hot,It is hot in the bedroom.,It is 5 degrees celsius in the bedroom.
in the bedroom,6,freezing,It is freezing in the bedroom.,It is 6 degrees celsius in the bedroom.
in the bedroom,6,cold,It is cold in the bedroom.,It is 6 degrees celsius in the bedroom.
in the bedroom,6,cool,It is cool in the bedroom.,It is 6 degrees celsius in the bedroom.
in the bedroom,6,warm,It is warm in the bedroom.,It is 6 degrees celsius in the bedroom.
in the bedroom,6,hot,It is hot in the bedroom.,It is 6 degrees celsius in the bedroom.
in the bedroom,7,freezing,It is freezing in the bedroom.,It is 7 degrees celsius in the bedroom.
in the bedroom,7,cold,It is cold in the bedroom.,It is 7 degrees celsius in the bedroom.
in the bedroom,7,cool,It is cool in the bedroom.,It is 7 degrees celsius in the bedroom.
in the bedroom,7,warm,It is warm in the bedroom.,It is 7 degrees celsius in the bedroom.
in the bedroom,7,hot,It is hot in the bedroom.,It is 7 degrees celsius in the bedroom.
in the bedroom,8,freezing,It is freezing in the bedroom.,It is 8 degrees celsius in the bedroom.
in the bedroom,8,cold,It is cold in the bedroom.,It is 8 degrees celsius in the bedroom.
in the bedroom,8,cool,It is cool in the bedroom.,It is 8 degrees celsius in the bedroom.
in the bedroom,8,warm,It is warm in the bedroom.,It is 8 degrees celsius in the bedroom.
in the bedroom,8,hot,It is hot in the bedroom.,It is 8 degrees celsius in the bedroom.
in the bedroom,9,freezing,It is freezing in the bedroom.,It is 9 degrees celsius in the bedroom.
in the bedroom,9,cold,It is cold in the bedroom.,It is 9 degrees celsius in the bedroom.
in the bedroom,9,cool,It is cool in the bedroom.,It is 9 degrees celsius in the bedroom.
in the bedroom,9,warm,It is warm in the bedroom.,It is 9 degrees celsius in the bedroom.
in the bedroom,9,hot,It is hot in the bedroom.,It is 9 degrees celsius in the bedroom.
in the bedroom,10,freezing,It is freezing in the bedroom.,It is 10 degrees celsius in the bedroom.
in the bedroom,10,cold,It is cold in the bedroom.,It is 10 degrees celsius in the bedroom.
in the bedroom,10,cool,It is cool in the bedroom.,It is 10 degrees celsius in the bedroom.
in the bedroom,10,warm,It is warm in the bedroom.,It is 10 degrees celsius in the bedroom.
in the bedroom,10,hot,It is hot in the bedroom.,It is 10 degrees celsius in the bedroom.
in the bedroom,11,freezing,It is freezing in the bedroom.,It is 11 degrees celsius in the bedroom.
in the bedroom,11,cold,It is cold in the bedroom.,It is 11 degrees celsius in the bedroom.
in the bedroom,11,cool,It is cool in the bedroom.,It is 11 degrees celsius in the bedroom.
in the bedroom,11,warm,It is warm in the bedroom.,It is 11 degrees celsius in the bedroom.
in the bedroom,11,hot,It is hot in the bedroom.,It is 11 degrees celsius in the bedroom.
in the bedroom,12,freezing,It is freezing in the bedroom.,It is 12 degrees celsius in the bedroom.
in the bedroom,12,cold,It is cold in the bedroom.,It is 12 degrees celsius in the bedroom.
in the bedroom,12,cool,It is cool in the bedroom.,It is 12 degrees celsius in the bedroom.
in the bedroom,12,warm,It is warm in the bedroom.,It is 12 degrees celsius in the bedroom.
in the bedroom,12,hot,It is hot in the bedroom.,It is 12 degrees celsius in the bedroom.
in the bedroom,13,freezing,It is freezing in the bedroom.,It is 13 degrees celsius in the bedroom.
in the bedroom,13,cold,It is cold in the bedroom.,It is 13 degrees celsius in the bedroom.
in the bedroom,13,cool,It is cool in the bedroom.,It is 13 degrees celsius in the bedroom.
in the bedroom,13,warm,It is warm in the bedroom.,It is 13 degrees celsius in the bedroom.
in the bedroom,13,hot,It is hot in the bedroom.,It is 13 degrees celsius in the bedroom.
in the bedroom,14,freezing,It is freezing in the bedroom.,It is 14 degrees celsius in the bedroom.
in the bedroom,14,cold,It is cold in the bedroom.,It is 14 degrees celsius in the bedroom.
in the bedroom,14,cool,It is cool in the bedroom.,It is 14 degrees celsius in the bedroom.
in the bedroom,14,warm,It is warm in the bedroom.,It is 14 degrees celsius in the bedroom.
in the bedroom,14,hot,It is hot in the bedroom.,It is 14 degrees celsius in the bedroom.
in the bedroom,15,freezing,It is freezing in the bedroom.,It is 15 degrees celsius in the bedroom.
in the bedroom,15,cold,It is cold in the bedroom.,It is 15 degrees celsius in the bedroom.
in the bedroom,15,cool,It is cool in the bedroom.,It is 15 degrees celsius in the bedroom.
in the bedroom,15,warm,It is warm in the bedroom.,It is 15 degrees celsius in the bedroom.
in the bedroom,15,hot,It is hot in the bedroom.,It is 15 degrees celsius in the bedroom.
in the bedroom,16,freezing,It is freezing in the bedroom.,It is 16 degrees celsius in the bedroom.
in the bedroom,16,cold,It is cold in the bedroom.,It is 16 degrees celsius in the bedroom.
in the bedroom,16,cool,It is cool in the bedroom.,It is 16 degrees celsius in the bedroom.
in the bedroom,16,warm,It is warm in the bedroom.,It is 16 degrees celsius in the bedroom.
in the bedroom,16,hot,It is hot in the bedroom.,It is 16 degrees celsius in the bedroom.
in the bedroom,17,freezing,It is freezing in the bedroom.,It is 17 degrees celsius in the bedroom.
in the bedroom,17,cold,It is cold in the bedroom.,It is 17 degrees celsius in the bedroom.
in the bedroom,17,cool,It is cool in the bedroom.,It is 17 degrees celsius in the bedroom.
in the bedroom,17,warm,It is warm in the bedroom.,It is 17 degrees celsius in the bedroom.
in the bedroom,17,hot,It is hot in the bedroom.,It is 17 degrees celsius in the bedroom.
in the bedroom,18,freezing,It is freezing in the bedroom.,It is 18 degrees celsius in the bedroom.
in the bedroom,18,cold,It is cold in the bedroom.,It is 18 degrees celsius in the bedroom.
in the bedroom,18,cool,It is cool in the bedroom.,It is 18 degrees celsius in the bedroom.
in the bedroom,18,warm,It is warm in the bedroom.,It is 18 degrees celsius in the bedroom.
in the bedroom,18,hot,It is hot in the bedroom.,It is 18 degrees celsius in the bedroom.
in the bedroom,19,freezing,It is freezing in the bedroom.,It is 19 degrees celsius in the bedroom.
in the bedroom,19,cold,It is cold in the bedroom.,It is 19 degrees celsius in the bedroom.
in the bedroom,19,cool,It is cool in the bedroom.,It is 19 degrees celsius in the bedroom.
in the bedroom,19,warm,It is warm in the bedroom.,It is 19 degrees celsius in the bedroom.
in the bedroom,19,hot,It is hot in the bedroom.,It is 19 degrees celsius in the bedroom.
in the bedroom,20,freezing,It is freezing in the bedroom.,It is 20 degrees celsius in the bedroom.
in the bedroom,20,cold,It is cold in the bedroom.,It is 20 degrees celsius in the bedroom.
in the bedroom,20,cool,It is cool in the bedroom.,It is 20 degrees celsius in the bedroom.
in the bedroom,20,warm,It is warm in the bedroom.,It is 20 degrees celsius in the bedroom.
in the bedroom,20,hot,It is hot in the bedroom.,It is 20 degrees celsius in the bedroom.
in the bedroom,21,freezing,It is freezing in the bedroom.,It is 21 degrees celsius in the bedroom.
in the bedroom,21,cold,It is cold in the bedroom.,It is 21 degrees celsius in the bedroom.
