name,feet,inches,categories,premise,hypothesis
Kathleen,8,4,short,Kathleen's height is 8 feet 4 inches.,Kathleen is short.
Kathleen,8,5,tall,Kathleen's height is 8 feet 5 inches.,Kathleen is tall.
Kathleen,8,5,short,Kathleen's height is 8 feet 5 inches.,Kathleen is short.
Kathleen,8,6,tall,Kathleen's height is 8 feet 6 inches.,Kathleen is tall.
Kathleen,8,6,short,Kathleen's height is 8 feet 6 inches.,Kathleen is short.
Kathleen,8,7,tall,Kathleen's height is 8 feet 7 inches.,Kathleen is tall.
Kathleen,8,7,short,Kathleen's height is 8 feet 7 inches.,Kathleen is short.
Kathleen,8,8,tall,Kathleen's height is 8 feet 8 inches.,Kathleen is tall.
Kathleen,8,8,short,Kathleen's height is 8 feet 8 inches.,Kathleen is short.
Kathleen,8,9,tall,Kathleen's height is 8 feet 9 inches.,Kathleen is tall.
Kathleen,8,9,short,Kathleen's height is 8 feet 9 inches.,Kathleen is short.
Kathleen,8,10,tall,Kathleen's height is 8 feet 10 inches.,Kathleen is tall.
Kathleen,8,10,short,Kathleen's height is 8 feet 10 inches.,Kathleen is short.
Kathleen,8,11,tall,Kathleen's height is 8 feet 11 inches.,Kathleen is tall.
Kathleen,8,11,short,Kathleen's height is 8 feet 11 inches.,Kathleen is short.
Kimberly,2,1,tall,Kimberly's height is 2 feet 1 inches.,Kimberly is tall.
Kimberly,2,1,short,Kimberly's height is 2 feet 1 inches.,Kimberly is short.
Kimberly,2,2,tall,Kimberly's height is 2 feet 2 inches.,Kimberly is tall.
Kimberly,2,2,short,Kimberly's height is 2 feet 2 inches.,Kimberly is short.
Kimberly,2,3,tall,Kimberly's height is 2 feet 3 inches.,Kimberly is tall.
Kimberly,2,3,short,Kimberly's height is 2 feet 3 inches.,Kimberly is short.
Kimberly,2,4,tall,Kimberly's height is 2 feet 4 inches.,Kimberly is tall.
Kimberly,2,4,short,Kimberly's height is 2 feet 4 inches.,Kimberly is short.
Kimberly,2,5,tall,Kimberly's height is 2 feet 5 inches.,Kimberly is tall.
Kimberly,2,5,short,Kimberly's height is 2 feet 5 inches.,Kimberly is short.
Kimberly,2,6,tall,Kimberly's height is 2 feet 6 inches.,Kimberly is tall.
Kimberly,2,6,short,Kimberly's height is 2 feet 6 inches.,Kimberly is short.
Kimberly,2,7,tall,Kimberly's height is 2 feet 7 inches.,Kimberly is tall.
Kimberly,2,7,short,Kimberly's height is 2 feet 7 inches.,Kimberly is short.
Kimberly,2,8,tall,Kimberly's height is 2 feet 8 inches.,Kimberly is tall.
Kimberly,2,8,short,Kimberly's height is 2 feet 8 inches.,Kimberly is short.
Kimberly,2,9,tall,Kimberly's height is 2 feet 9 inches.,Kimberly is tall.
Kimberly,2,9,short,Kimberly's height is 2 feet 9 inches.,Kimberly is short.
Kimberly,2,10,tall,Kimberly's height is 2 feet 10 inches.,Kimberly is tall.
Kimberly,2,10,short,Kimberly's height is 2 feet 10 inches.,Kimberly is short.
Kimberly,2,11,tall,Kimberly's height is 2 feet 11 inches.,Kimberly is tall.
Kimberly,2,11,short,Kimberly's height is 2 feet 11 inches.,Kimberly is short.
Kimberly,3,1,tall,Kimberly's height is 3 feet 1 inches.,Kimberly is tall.
Kimberly,3,1,short,Kimberly's height is 3 feet 1 inches.,Kimberly is short.
Kimberly,3,2,tall,Kimberly's height is 3 feet 2 inches.,Kimberly is tall.
Kimberly,3,2,short,Kimberly's height is 3 feet 2 inches.,Kimberly is short.
Kimberly,3,3,tall,Kimberly's height is 3 feet 3 inches.,Kimberly is tall.
Kimberly,3,3,short,Kimberly's height is 3 feet 3 inches.,Kimberly is short.
Kimberly,3,4,tall,Kimberly's height is 3 feet 4 inches.,Kimberly is tall.
Kimberly,3,4,short,Kimberly's height is 3 feet 4 inches.,Kimberly is short.
Kimberly,3,5,tall,Kimberly's height is 3 feet 5 inches.,Kimberly is tall.
Kimberly,3,5,short,Kimberly's height is 3 feet 5 inches.,Kimberly is short.
Kimberly,3,6,tall,Kimberly's height is 3 feet 6 inches.,Kimberly is tall.
Kimberly,3,6,short,Kimberly's height is 3 feet 6 inches.,Kimberly is short.
Kimberly,3,7,tall,Kimberly's height is 3 feet 7 inches.,Kimberly is tall.
Kimberly,3,7,short,Kimberly's height is 3 feet 7 inches.,Kimberly is short.
Kimberly,3,8,tall,Kimberly's height is 3 feet 8 inches.,Kimberly is tall.
Kimberly,3,8,short,Kimberly's height is 3 feet 8 inches.,Kimberly is short.
Kimberly,3,9,tall,Kimberly's height is 3 feet 9 inches.,Kimberly is tall.
Kimberly,3,9,short,Kimberly's height is 3 feet 9 inches.,Kimberly is short.
Kimberly,3,10,tall,Kimberly's height is 3 feet 10 inches.,Kimberly is tall.
Kimberly,3,10,short,Kimberly's height is 3 feet 10 inches.,Kimberly is short.
Kimberly,3,11,tall,Kimberly's height is 3 feet 11 inches.,Kimberly is tall.
Kimberly,3,11,short,Kimberly's height is 3 feet 11 inches.,Kimberly is short.
Kimberly,4,1,tall,Kimberly's height is 4 feet 1 inches.,Kimberly is tall.
Kimberly,4,1,short,Kimberly's height is 4 feet 1 inches.,Kimberly is short.
Kimberly,4,2,tall,Kimberly's height is 4 feet 2 inches.,Kimberly is tall.
Kimberly,4,2,short,Kimberly's height is 4 feet 2 inches.,Kimberly is short.
Kimberly,4,3,tall,Kimberly's height is 4 feet 3 inches.,Kimberly is tall.
Kimberly,4,3,short,Kimberly's height is 4 feet 3 inches.,Kimberly is short.
Kimberly,4,4,tall,Kimberly's height is 4 feet 4 inches.,Kimberly is tall.
Kimberly,4,4,short,Kimberly's height is 4 feet 4 inches.,Kimberly is short.
Kimberly,4,5,tall,Kimberly's height is 4 feet 5 inches.,Kimberly is tall.
Kimberly,4,5,short,Kimberly's height is 4 feet 5 inches.,Kimberly is short.
Kimberly,4,6,tall,Kimberly's height is 4 feet 6 inches.,Kimberly is tall.
Kimberly,4,6,short,Kimberly's height is 4 feet 6 inches.,Kimberly is short.
Kimberly,4,7,tall,Kimberly's height is 4 feet 7 inches.,Kimberly is tall.
Kimberly,4,7,short,Kimberly's height is 4 feet 7 inches.,Kimberly is short.
Kimberly,4,8,tall,Kimberly's height is 4 feet 8 inches.,Kimberly is tall.
Kimberly,4,8,short,Kimberly's height is 4 feet 8 inches.,Kimberly is short.
Kimberly,4,9,tall,Kimberly's height is 4 feet 9 inches.,Kimberly is tall.
Kimberly,4,9,short,Kimberly's height is 4 feet 9 inches.,Kimberly is short.
Kimberly,4,10,tall,Kimberly's height is 4 feet 10 inches.,Kimberly is tall.
Kimberly,4,10,short,Kimberly's height is 4 feet 10 inches.,Kimberly is short.
Kimberly,4,11,tall,Kimberly's height is 4 feet 11 inches.,Kimberly is tall.
Kimberly,4,11,short,Kimberly's height is 4 feet 11 inches.,Kimberly is short.
Kimberly,5,1,tall,Kimberly's height is 5 feet 1 inches.,Kimberly is tall.
Kimberly,5,1,short,Kimberly's height is 5 feet 1 inches.,Kimberly is short.
Kimberly,5,2,tall,Kimberly's height is 5 feet 2 inches.,Kimberly is tall.
Kimberly,5,2,short,Kimberly's height is 5 feet 2 inches.,Kimberly is short.
Kimberly,5,3,tall,Kimberly's height is 5 feet 3 inches.,Kimberly is tall.
Kimberly,5,3,short,Kimberly's height is 5 feet 3 inches.,Kimberly is short.
Kimberly,5,4,tall,Kimberly's height is 5 feet 4 inches.,Kimberly is tall.
Kimberly,5,4,short,Kimberly's height is 5 feet 4 inches.,Kimberly is short.
Kimberly,5,5,tall,Kimberly's height is 5 feet 5 inches.,Kimberly is tall.
Kimberly,5,5,short,Kimberly's height is 5 feet 5 inches.,Kimberly is short.
Kimberly,5,6,tall,Kimberly's height is 5 feet 6 inches.,Kimberly is tall.
Kimberly,5,6,short,Kimberly's height is 5 feet 6 inches.,Kimberly is short.
Kimberly,5,7,tall,Kimberly's height is 5 feet 7 inches.,Kimberly is tall.
Kimberly,5,7,short,Kimberly's height is 5 feet 7 inches.,Kimberly is short.
Kimberly,5,8,tall,Kimberly's height is 5 feet 8 inches.,Kimberly is tall.
Kimberly,5,8,short,Kimberly's height is 5 feet 8 inches.,Kimberly is short.
Kimberly,5,9,tall,Kimberly's height is 5 feet 9 inches.,Kimberly is tall.
Kimberly,5,9,short,Kimberly's height is 5 feet 9 inches.,Kimberly is short.
Kimberly,5,10,tall,Kimberly's height is 5 feet 10 inches.,Kimberly is tall.
Kimberly,5,10,short,Kimberly's height is 5 feet 10 inches.,Kimberly is short.
Kimberly,5,11,tall,Kimberly's height is 5 feet 11 inches.,Kimberly is tall.
Kimberly,5,11,short,Kimberly's height is 5 feet 11 inches.,Kimberly is short.
Kimberly,6,1,tall,Kimberly's height is 6 feet 1 inches.,Kimberly is tall.
Kimberly,6,1,short,Kimberly's height is 6 feet 1 inches.,Kimberly is short.
Kimberly,6,2,tall,Kimberly's height is 6 feet 2 inches.,Kimberly is tall.
Kimberly,6,2,short,Kimberly's height is 6 feet 2 inches.,Kimberly is short.
Kimberly,6,3,tall,Kimberly's height is 6 feet 3 inches.,Kimberly is tall.
Kimberly,6,3,short,Kimberly's height is 6 feet 3 inches.,Kimberly is short.
Kimberly,6,4,tall,Kimberly's height is 6 feet 4 inches.,Kimberly is tall.
Kimberly,6,4,short,Kimberly's height is 6 feet 4 inches.,Kimberly is short.
Kimberly,6,5,tall,Kimberly's height is 6 feet 5 inches.,Kimberly is tall.
Kimberly,6,5,short,Kimberly's height is 6 feet 5 inches.,Kimberly is short.
Kimberly,6,6,tall,Kimberly's height is 6 feet 6 inches.,Kimberly is tall.
Kimberly,6,6,short,Kimberly's height is 6 feet 6 inches.,Kimberly is short.
Kimberly,6,7,tall,Kimberly's height is 6 feet 7 inches.,Kimberly is tall.
Kimberly,6,7,short,Kimberly's height is 6 feet 7 inches.,Kimberly is short.
Kimberly,6,8,tall,Kimberly's height is 6 feet 8 inches.,Kimberly is tall.
Kimberly,6,8,short,Kimberly's height is 6 feet 8 inches.,Kimberly is short.
Kimberly,6,9,tall,Kimberly's height is 6 feet 9 inches.,Kimberly is tall.
Kimberly,6,9,short,Kimberly's height is 6 feet 9 inches.,Kimberly is short.
Kimberly,6,10,tall,Kimberly's height is 6 feet 10 inches.,Kimberly is tall.
Kimberly,6,10,short,Kimberly's height is 6 feet 10 inches.,Kimberly is short.
Kimberly,6,11,tall,Kimberly's height is 6 feet 11 inches.,Kimberly is tall.
Kimberly,6,11,short,Kimberly's height is 6 feet 11 inches.,Kimberly is short.
Kimberly,7,1,tall,Kimberly's height is 7 feet 1 inches.,Kimberly is tall.
Kimberly,7,1,short,Kimberly's height is 7 feet 1 inches.,Kimberly is short.
Kimberly,7,2,tall,Kimberly's height is 7 feet 2 inches.,Kimberly is tall.
Kimberly,7,2,short,Kimberly's height is 7 feet 2 inches.,Kimberly is short.
Kimberly,7,3,tall,Kimberly's height is 7 feet 3 inches.,Kimberly is tall.
Kimberly,7,3,short,Kimberly's height is 7 feet 3 inches.,Kimberly is short.
Kimberly,7,4,tall,Kimberly's height is 7 feet 4 inches.,Kimberly is tall.
Kimberly,7,4,short,Kimberly's height is 7 feet 4 inches.,Kimberly is short.
Kimberly,7,5,tall,Kimberly's height is 7 feet 5 inches.,Kimberly is tall.
Kimberly,7,5,short,Kimberly's height is 7 feet 5 inches.,Kimberly is short.
Kimberly,7,6,tall,Kimberly's height is 7 feet 6 inches.,Kimberly is tall.
Kimberly,7,6,short,Kimberly's height is 7 feet 6 inches.,Kimberly is short.
Kimberly,7,7,tall,Kimberly's height is 7 feet 7 inches.,Kimberly is tall.
Kimberly,7,7,short,Kimberly's height is 7 feet 7 inches.,Kimberly is short.
Kimberly,7,8,tall,Kimberly's height is 7 feet 8 inches.,Kimberly is tall.
Kimberly,7,8,short,Kimberly's height is 7 feet 8 inches.,Kimberly is short.
Kimberly,7,9,tall,Kimberly's height is 7 feet 9 inches.,Kimberly is tall.
Kimberly,7,9,short,Kimberly's height is 7 feet 9 inches.,Kimberly is short.
Kimberly,7,10,tall,Kimberly's height is 7 feet 10 inches.,Kimberly is tall.
Kimberly,7,10,short,Kimberly's height is 7 feet 10 inches.,Kimberly is short.
Kimberly,7,11,tall,Kimberly's height is 7 feet 11 inches.,Kimberly is tall.
Kimberly,7,11,short,Kimberly's height is 7 feet 11 inches.,Kimberly is short.
Kimberly,8,1,tall,Kimberly's height is 8 feet 1 inches.,Kimberly is tall.
Kimberly,8,1,short,Kimberly's height is 8 feet 1 inches.,Kimberly is short.
Kimberly,8,2,tall,Kimberly's height is 8 feet 2 inches.,Kimberly is tall.
Kimberly,8,2,short,Kimberly's height is 8 feet 2 inches.,Kimberly is short.
Kimberly,8,3,tall,Kimberly's height is 8 feet 3 inches.,Kimberly is tall.
Kimberly,8,3,short,Kimberly's height is 8 feet 3 inches.,Kimberly is short.
Kimberly,8,4,tall,Kimberly's height is 8 feet 4 inches.,Kimberly is tall.
Kimberly,8,4,short,Kimberly's height is 8 feet 4 inches.,Kimberly is short.
Kimberly,8,5,tall,Kimberly's height is 8 feet 5 inches.,Kimberly is tall.
Kimberly,8,5,short,Kimberly's height is 8 feet 5 inches.,Kimberly is short.
Kimberly,8,6,tall,Kimberly's height is 8 feet 6 inches.,Kimberly is tall.
Kimberly,8,6,short,Kimberly's height is 8 feet 6 inches.,Kimberly is short.
Kimberly,8,7,tall,Kimberly's height is 8 feet 7 inches.,Kimberly is tall.
Kimberly,8,7,short,Kimberly's height is 8 feet 7 inches.,Kimberly is short.
Kimberly,8,8,tall,Kimberly's height is 8 feet 8 inches.,Kimberly is tall.
Kimberly,8,8,short,Kimberly's height is 8 feet 8 inches.,Kimberly is short.
Kimberly,8,9,tall,Kimberly's height is 8 feet 9 inches.,Kimberly is tall.
Kimberly,8,9,short,Kimberly's height is 8 feet 9 inches.,Kimberly is short.
Kimberly,8,10,tall,Kimberly's height is 8 feet 10 inches.,Kimberly is tall.
Kimberly,8,10,short,Kimberly's height is 8 feet 10 inches.,Kimberly is short.
Kimberly,8,11,tall,Kimberly's height is 8 feet 11 inches.,Kimberly is tall.
Kimberly,8,11,short,Kimberly's height is 8 feet 11 inches.,Kimberly is short.
Laura,2,1,tall,Laura's height is 2 feet 1 inches.,Laura is tall.
Laura,2,1,short,Laura's height is 2 feet 1 inches.,Laura is short.
Laura,2,2,tall,Laura's height is 2 feet 2 inches.,Laura is tall.
Laura,2,2,short,Laura's height is 2 feet 2 inches.,Laura is short.
Laura,2,3,tall,Laura's height is 2 feet 3 inches.,Laura is tall.
Laura,2,3,short,Laura's height is 2 feet 3 inches.,Laura is short.
Laura,2,4,tall,Laura's height is 2 feet 4 inches.,Laura is tall.
Laura,2,4,short,Laura's height is 2 feet 4 inches.,Laura is short.
Laura,2,5,tall,Laura's height is 2 feet 5 inches.,Laura is tall.
Laura,2,5,short,Laura's height is 2 feet 5 inches.,Laura is short.
Laura,2,6,tall,Laura's height is 2 feet 6 inches.,Laura is tall.
Laura,2,6,short,Laura's height is 2 feet 6 inches.,Laura is short.
Laura,2,7,tall,Laura's height is 2 feet 7 inches.,Laura is tall.
Laura,2,7,short,Laura's height is 2 feet 7 inches.,Laura is short.
Laura,2,8,tall,Laura's height is 2 feet 8 inches.,Laura is tall.
Laura,2,8,short,Laura's height is 2 feet 8 inches.,Laura is short.
Laura,2,9,tall,Laura's height is 2 feet 9 inches.,Laura is tall.
Laura,2,9,short,Laura's height is 2 feet 9 inches.,Laura is short.
Laura,2,10,tall,Laura's height is 2 feet 10 inches.,Laura is tall.
Laura,2,10,short,Laura's height is 2 feet 10 inches.,Laura is short.
Laura,2,11,tall,Laura's height is 2 feet 11 inches.,Laura is tall.
Laura,2,11,short,Laura's height is 2 feet 11 inches.,Laura is short.
Laura,3,1,tall,Laura's height is 3 feet 1 inches.,Laura is tall.
Laura,3,1,short,Laura's height is 3 feet 1 inches.,Laura is short.
Laura,3,2,tall,Laura's height is 3 feet 2 inches.,Laura is tall.
Laura,3,2,short,Laura's height is 3 feet 2 inches.,Laura is short.
Laura,3,3,tall,Laura's height is 3 feet 3 inches.,Laura is tall.
Laura,3,3,short,Laura's height is 3 feet 3 inches.,Laura is short.
Laura,3,4,tall,Laura's height is 3 feet 4 inches.,Laura is tall.
Laura,3,4,short,Laura's height is 3 feet 4 inches.,Laura is short.
Laura,3,5,tall,Laura's height is 3 feet 5 inches.,Laura is tall.
Laura,3,5,short,Laura's height is 3 feet 5 inches.,Laura is short.
Laura,3,6,tall,Laura's height is 3 feet 6 inches.,Laura is tall.
Laura,3,6,short,Laura's height is 3 feet 6 inches.,Laura is short.
Laura,3,7,tall,Laura's height is 3 feet 7 inches.,Laura is tall.
Laura,3,7,short,Laura's height is 3 feet 7 inches.,Laura is short.
Laura,3,8,tall,Laura's height is 3 feet 8 inches.,Laura is tall.
Laura,3,8,short,Laura's height is 3 feet 8 inches.,Laura is short.
Laura,3,9,tall,Laura's height is 3 feet 9 inches.,Laura is tall.
Laura,3,9,short,Laura's height is 3 feet 9 inches.,Laura is short.
Laura,3,10,tall,Laura's height is 3 feet 10 inches.,Laura is tall.
Laura,3,10,short,Laura's height is 3 feet 10 inches.,Laura is short.
Laura,3,11,tall,Laura's height is 3 feet 11 inches.,Laura is tall.
Laura,3,11,short,Laura's height is 3 feet 11 inches.,Laura is short.
Laura,4,1,tall,Laura's height is 4 feet 1 inches.,Laura is tall.
Laura,4,1,short,Laura's height is 4 feet 1 inches.,Laura is short.
Laura,4,2,tall,Laura's height is 4 feet 2 inches.,Laura is tall.
Laura,4,2,short,Laura's height is 4 feet 2 inches.,Laura is short.
Laura,4,3,tall,Laura's height is 4 feet 3 inches.,Laura is tall.
Laura,4,3,short,Laura's height is 4 feet 3 inches.,Laura is short.
Laura,4,4,tall,Laura's height is 4 feet 4 inches.,Laura is tall.
Laura,4,4,short,Laura's height is 4 feet 4 inches.,Laura is short.
Laura,4,5,tall,Laura's height is 4 feet 5 inches.,Laura is tall.
Laura,4,5,short,Laura's height is 4 feet 5 inches.,Laura is short.
Laura,4,6,tall,Laura's height is 4 feet 6 inches.,Laura is tall.
Laura,4,6,short,Laura's height is 4 feet 6 inches.,Laura is short.
Laura,4,7,tall,Laura's height is 4 feet 7 inches.,Laura is tall.
Laura,4,7,short,Laura's height is 4 feet 7 inches.,Laura is short.
Laura,4,8,tall,Laura's height is 4 feet 8 inches.,Laura is tall.
Laura,4,8,short,Laura's height is 4 feet 8 inches.,Laura is short.
Laura,4,9,tall,Laura's height is 4 feet 9 inches.,Laura is tall.
Laura,4,9,short,Laura's height is 4 feet 9 inches.,Laura is short.
Laura,4,10,tall,Laura's height is 4 feet 10 inches.,Laura is tall.
Laura,4,10,short,Laura's height is 4 feet 10 inches.,Laura is short.
Laura,4,11,tall,Laura's height is 4 feet 11 inches.,Laura is tall.
Laura,4,11,short,Laura's height is 4 feet 11 inches.,Laura is short.
Laura,5,1,tall,Laura's height is 5 feet 1 inches.,Laura is tall.
Laura,5,1,short,Laura's height is 5 feet 1 inches.,Laura is short.
Laura,5,2,tall,Laura's height is 5 feet 2 inches.,Laura is tall.
Laura,5,2,short,Laura's height is 5 feet 2 inches.,Laura is short.
Laura,5,3,tall,Laura's height is 5 feet 3 inches.,Laura is tall.
Laura,5,3,short,Laura's height is 5 feet 3 inches.,Laura is short.
Laura,5,4,tall,Laura's height is 5 feet 4 inches.,Laura is tall.
Laura,5,4,short,Laura's height is 5 feet 4 inches.,Laura is short.
Laura,5,5,tall,Laura's height is 5 feet 5 inches.,Laura is tall.
Laura,5,5,short,Laura's height is 5 feet 5 inches.,Laura is short.
Laura,5,6,tall,Laura's height is 5 feet 6 inches.,Laura is tall.
Laura,5,6,short,Laura's height is 5 feet 6 inches.,Laura is short.
Laura,5,7,tall,Laura's height is 5 feet 7 inches.,Laura is tall.
Laura,5,7,short,Laura's height is 5 feet 7 inches.,Laura is short.
Laura,5,8,tall,Laura's height is 5 feet 8 inches.,Laura is tall.
Laura,5,8,short,Laura's height is 5 feet 8 inches.,Laura is short.
Laura,5,9,tall,Laura's height is 5 feet 9 inches.,Laura is tall.
Laura,5,9,short,Laura's height is 5 feet 9 inches.,Laura is short.
Laura,5,10,tall,Laura's height is 5 feet 10 inches.,Laura is tall.
Laura,5,10,short,Laura's height is 5 feet 10 inches.,Laura is short.
Laura,5,11,tall,Laura's height is 5 feet 11 inches.,Laura is tall.
Laura,5,11,short,Laura's height is 5 feet 11 inches.,Laura is short.
Laura,6,1,tall,Laura's height is 6 feet 1 inches.,Laura is tall.
Laura,6,1,short,Laura's height is 6 feet 1 inches.,Laura is short.
Laura,6,2,tall,Laura's height is 6 feet 2 inches.,Laura is tall.
Laura,6,2,short,Laura's height is 6 feet 2 inches.,Laura is short.
Laura,6,3,tall,Laura's height is 6 feet 3 inches.,Laura is tall.
Laura,6,3,short,Laura's height is 6 feet 3 inches.,Laura is short.
Laura,6,4,tall,Laura's height is 6 feet 4 inches.,Laura is tall.
Laura,6,4,short,Laura's height is 6 feet 4 inches.,Laura is short.
Laura,6,5,tall,Laura's height is 6 feet 5 inches.,Laura is tall.
Laura,6,5,short,Laura's height is 6 feet 5 inches.,Laura is short.
Laura,6,6,tall,Laura's height is 6 feet 6 inches.,Laura is tall.
Laura,6,6,short,Laura's height is 6 feet 6 inches.,Laura is short.
Laura,6,7,tall,Laura's height is 6 feet 7 inches.,Laura is tall.
Laura,6,7,short,Laura's height is 6 feet 7 inches.,Laura is short.
Laura,6,8,tall,Laura's height is 6 feet 8 inches.,Laura is tall.
Laura,6,8,short,Laura's height is 6 feet 8 inches.,Laura is short.
Laura,6,9,tall,Laura's height is 6 feet 9 inches.,Laura is tall.
Laura,6,9,short,Laura's height is 6 feet 9 inches.,Laura is short.
Laura,6,10,tall,Laura's height is 6 feet 10 inches.,Laura is tall.
Laura,6,10,short,Laura's height is 6 feet 10 inches.,Laura is short.
Laura,6,11,tall,Laura's height is 6 feet 11 inches.,Laura is tall.
Laura,6,11,short,Laura's height is 6 feet 11 inches.,Laura is short.
Laura,7,1,tall,Laura's height is 7 feet 1 inches.,Laura is tall.
Laura,7,1,short,Laura's height is 7 feet 1 inches.,Laura is short.
Laura,7,2,tall,Laura's height is 7 feet 2 inches.,Laura is tall.
Laura,7,2,short,Laura's height is 7 feet 2 inches.,Laura is short.
Laura,7,3,tall,Laura's height is 7 feet 3 inches.,Laura is tall.
Laura,7,3,short,Laura's height is 7 feet 3 inches.,Laura is short.
Laura,7,4,tall,Laura's height is 7 feet 4 inches.,Laura is tall.
Laura,7,4,short,Laura's height is 7 feet 4 inches.,Laura is short.
Laura,7,5,tall,Laura's height is 7 feet 5 inches.,Laura is tall.
Laura,7,5,short,Laura's height is 7 feet 5 inches.,Laura is short.
Laura,7,6,tall,Laura's height is 7 feet 6 inches.,Laura is tall.
Laura,7,6,short,Laura's height is 7 feet 6 inches.,Laura is short.
Laura,7,7,tall,Laura's height is 7 feet 7 inches.,Laura is tall.
Laura,7,7,short,Laura's height is 7 feet 7 inches.,Laura is short.
Laura,7,8,tall,Laura's height is 7 feet 8 inches.,Laura is tall.
Laura,7,8,short,Laura's height is 7 feet 8 inches.,Laura is short.
Laura,7,9,tall,Laura's height is 7 feet 9 inches.,Laura is tall.
Laura,7,9,short,Laura's height is 7 feet 9 inches.,Laura is short.
Laura,7,10,tall,Laura's height is 7 feet 10 inches.,Laura is tall.
Laura,7,10,short,Laura's height is 7 feet 10 inches.,Laura is short.
Laura,7,11,tall,Laura's height is 7 feet 11 inches.,Laura is tall.
Laura,7,11,short,Laura's height is 7 feet 11 inches.,Laura is short.
Laura,8,1,tall,Laura's height is 8 feet 1 inches.,Laura is tall.
Laura,8,1,short,Laura's height is 8 feet 1 inches.,Laura is short.
Laura,8,2,tall,Laura's height is 8 feet 2 inches.,Laura is tall.
Laura,8,2,short,Laura's height is 8 feet 2 inches.,Laura is short.
Laura,8,3,tall,Laura's height is 8 feet 3 inches.,Laura is tall.
Laura,8,3,short,Laura's height is 8 feet 3 inches.,Laura is short.
Laura,8,4,tall,Laura's height is 8 feet 4 inches.,Laura is tall.
Laura,8,4,short,Laura's height is 8 feet 4 inches.,Laura is short.
Laura,8,5,tall,Laura's height is 8 feet 5 inches.,Laura is tall.
Laura,8,5,short,Laura's height is 8 feet 5 inches.,Laura is short.
Laura,8,6,tall,Laura's height is 8 feet 6 inches.,Laura is tall.
Laura,8,6,short,Laura's height is 8 feet 6 inches.,Laura is short.
Laura,8,7,tall,Laura's height is 8 feet 7 inches.,Laura is tall.
Laura,8,7,short,Laura's height is 8 feet 7 inches.,Laura is short.
Laura,8,8,tall,Laura's height is 8 feet 8 inches.,Laura is tall.
Laura,8,8,short,Laura's height is 8 feet 8 inches.,Laura is short.
Laura,8,9,tall,Laura's height is 8 feet 9 inches.,Laura is tall.
Laura,8,9,short,Laura's height is 8 feet 9 inches.,Laura is short.
Laura,8,10,tall,Laura's height is 8 feet 10 inches.,Laura is tall.
Laura,8,10,short,Laura's height is 8 feet 10 inches.,Laura is short.
Laura,8,11,tall,Laura's height is 8 feet 11 inches.,Laura is tall.
Laura,8,11,short,Laura's height is 8 feet 11 inches.,Laura is short.
Linda,2,1,tall,Linda's height is 2 feet 1 inches.,Linda is tall.
Linda,2,1,short,Linda's height is 2 feet 1 inches.,Linda is short.
Linda,2,2,tall,Linda's height is 2 feet 2 inches.,Linda is tall.
Linda,2,2,short,Linda's height is 2 feet 2 inches.,Linda is short.
Linda,2,3,tall,Linda's height is 2 feet 3 inches.,Linda is tall.
Linda,2,3,short,Linda's height is 2 feet 3 inches.,Linda is short.
Linda,2,4,tall,Linda's height is 2 feet 4 inches.,Linda is tall.
Linda,2,4,short,Linda's height is 2 feet 4 inches.,Linda is short.
Linda,2,5,tall,Linda's height is 2 feet 5 inches.,Linda is tall.
Linda,2,5,short,Linda's height is 2 feet 5 inches.,Linda is short.
Linda,2,6,tall,Linda's height is 2 feet 6 inches.,Linda is tall.
Linda,2,6,short,Linda's height is 2 feet 6 inches.,Linda is short.
Linda,2,7,tall,Linda's height is 2 feet 7 inches.,Linda is tall.
Linda,2,7,short,Linda's height is 2 feet 7 inches.,Linda is short.
Linda,2,8,tall,Linda's height is 2 feet 8 inches.,Linda is tall.
Linda,2,8,short,Linda's height is 2 feet 8 inches.,Linda is short.
Linda,2,9,tall,Linda's height is 2 feet 9 inches.,Linda is tall.
Linda,2,9,short,Linda's height is 2 feet 9 inches.,Linda is short.
Linda,2,10,tall,Linda's height is 2 feet 10 inches.,Linda is tall.
Linda,2,10,short,Linda's height is 2 feet 10 inches.,Linda is short.
Linda,2,11,tall,Linda's height is 2 feet 11 inches.,Linda is tall.
Linda,2,11,short,Linda's height is 2 feet 11 inches.,Linda is short.
Linda,3,1,tall,Linda's height is 3 feet 1 inches.,Linda is tall.
Linda,3,1,short,Linda's height is 3 feet 1 inches.,Linda is short.
Linda,3,2,tall,Linda's height is 3 feet 2 inches.,Linda is tall.
Linda,3,2,short,Linda's height is 3 feet 2 inches.,Linda is short.
Linda,3,3,tall,Linda's height is 3 feet 3 inches.,Linda is tall.
Linda,3,3,short,Linda's height is 3 feet 3 inches.,Linda is short.
Linda,3,4,tall,Linda's height is 3 feet 4 inches.,Linda is tall.
Linda,3,4,short,Linda's height is 3 feet 4 inches.,Linda is short.
Linda,3,5,tall,Linda's height is 3 feet 5 inches.,Linda is tall.
Linda,3,5,short,Linda's height is 3 feet 5 inches.,Linda is short.
Linda,3,6,tall,Linda's height is 3 feet 6 inches.,Linda is tall.
Linda,3,6,short,Linda's height is 3 feet 6 inches.,Linda is short.
Linda,3,7,tall,Linda's height is 3 feet 7 inches.,Linda is tall.
Linda,3,7,short,Linda's height is 3 feet 7 inches.,Linda is short.
Linda,3,8,tall,Linda's height is 3 feet 8 inches.,Linda is tall.
